TITLE = "M6 WING - SURFACE PRESSURE DISTRIBUTIONS - TEST 2308 0.8395 3.0600  0.117E+08"
VARIABLES = "NP", "X/L", "Y/b", "Z/L", "Cp"
ZONE T="Section  1", I =   34, j=1, F=POINT
     2    5.78000E-03    9.90000E-01   -1.31300E-02    3.15000E-01
     1    5.00000E-04    9.90000E-01    3.51000E-03    6.36000E-01
    45    1.93000E-03    9.90000E-01    7.57000E-03    2.10000E-01
    44    6.30000E-03    9.90000E-01    1.36800E-02   -2.54000E-01
    43    1.26500E-02    9.90000E-01    1.88900E-02   -6.51000E-01
    42    2.01200E-02    9.90000E-01    2.27700E-02   -1.01800E+00
    41    2.99900E-02    9.90000E-01    2.58300E-02   -1.24400E+00
    40    4.99500E-02    9.90000E-01    2.97000E-02   -1.29100E+00
    39    7.48200E-02    9.90000E-01    3.32700E-02   -1.27500E+00
    38    9.99000E-02    9.90000E-01    3.62100E-02   -1.20900E+00
    37    1.39760E-01    9.90000E-01    3.99500E-02   -9.18000E-01
    36    1.79910E-01    9.90000E-01    4.28800E-02   -7.85000E-01
    35    2.19900E-01    9.90000E-01    4.51600E-02   -2.45000E-01
    34    2.59760E-01    9.90000E-01    4.68200E-02   -2.07000E-01
    33    2.99860E-01    9.90000E-01    4.80000E-02   -2.19000E-01
    32    3.39790E-01    9.90000E-01    4.86800E-02   -2.34000E-01
    31    3.79760E-01    9.90000E-01    4.89200E-02   -2.46000E-01
    30    4.19880E-01    9.90000E-01    4.86800E-02   -2.72000E-01
    29    4.59700E-01    9.90000E-01    4.78900E-02   -2.45000E-01
    28    4.99870E-01    9.90000E-01    4.64900E-02   -2.33000E-01
    27    5.39750E-01    9.90000E-01    4.45200E-02   -2.13000E-01
    26    5.79850E-01    9.90000E-01    4.21400E-02   -1.92000E-01
    25    6.19760E-01    9.90000E-01    3.94000E-02   -1.82000E-01
    24    6.59660E-01    9.90000E-01    3.63600E-02   -1.76000E-01
    23    6.99790E-01    9.90000E-01    3.30800E-02   -1.75000E-01
    22    7.39800E-01    9.90000E-01    2.94600E-02   -1.82000E-01
    21    7.79420E-01    9.90000E-01    2.57000E-02   -1.95000E-01
    20    8.19850E-01    9.90000E-01    2.15000E-02   -2.18000E-01
    19    8.59430E-01    9.90000E-01    1.71200E-02   -2.38000E-01
    18    8.99610E-01    9.90000E-01    1.24300E-02   -2.56000E-01
    17    9.49590E-01    9.90000E-01    7.33000E-03   -2.80000E-01
    16    9.84550E-01    9.90000E-01    2.74000E-03   -2.18000E-01
